URL,Label
'update-informations007.creativeplaythings.com.au/?/cgi-\%0D\%5Cn\%0D\%5Cnbin/webscr?cmd=_login-\%0D\%5Cn\%0D\%5Cnsubmit&dispatch=5885d80ds0db1f8e263663d3faee8db2b24f7b84f1819343fd6c338b1d9d60',bad
aarnio.us/joomla/subscrible/,bad
ginfovalidationrequest.com/b61d61f3eb9b4a842f0f032a3f2c03d9/index2.html,bad
plasticbusinesscards.com/cloner/alibaba21012015/alibaba21012015/3119b0f0af1e94f09b9e1be120005212,bad
themovieforum.org/banknet/nkbm/prijava/finish/finish.html,bad
peypel.us.com.cgi.ngi.webscre.maps.logins.webaps.mba.homes.billings.activet.homa.pluns.5542290739f57ac719fdf5bc44d702ac3faee8d0b7e678a25d883d0fa.demo.seriport.com/welcome.0841208705nf12408av49701v245a35136a872abkqa73461/685a380146562bd0b24f5741b8261b7b/wbscra.htm,bad
www.szxinheng.com/Images/?secure.runescape.com/m=weblogin/loginform.ws?mod=www&amp;ssl=0&amp;dest,bad
satu-nama.com/.https/www/prod/fifatms.com/Common/index.php?umail=YWNjQGdoZGVzaWduLmNvLnVr,bad
copperkingdom.net/bretmrae/garyspeed/c431891e13935a7e25edac5e89f8c6a9/,bad
pastehtml.com/view/bejt2h30q.html,bad
helendurham.com/,bad
www.bangdaprinting.com/js/?secure.runescape.com/m=weblogin/loginform.ws?mod=www&amp;suvrtzpamp;ssl=0&amp;dest,bad
paypal.com-us.cgi-bin-webscr-cmd.login-submit-dispatch.74fghghs68g484iky4mn86we8r46d4h38df4b83m48hg3ui4ty84s83f4xcbjqs.negafaparis.fr/service/reboot.php,bad
webmail.mhcable.com/secure/www.paypal.com/websc-loading.php?go=_login_success&amp;_session=f575a615592a0472344064798c13c172fac6f5b47d21e1468a7779f59313b1dc,bad
navidtj.com/index.php,bad
www.gruppoantonelli.com/nets-dk/a3e341f9dfe8a7290cc7cd795c613d29/Verifiedbyvisa/pbs.dk/WEB-POS.htm,bad
neoensino.com.br/spacebox,bad
wacky-zone.com/Paypal/,bad
desortty534tyu.guidgiuititer.pathoftheordinary.com/6yfwruwr,bad
illawarrareptilesociety.com.au/.www.paypal.com/au/lan-en/,bad
mediasupportservicalerts.net/,bad
ieltsspeakingblog.com/wp-content/plugins/zngxopypwjq/3724740750/de-34136426436/,bad
www.hawaiianlocal.com/wp-admin/includes/login.html,bad
www.rsm-bpo-paris.com/~wcom/refs/error_login.html,bad
paypal.com.cgi-bin.webscr.cmd.login.submit.dispatch.15sd6f74er8azre15sqfdq4dsf5.logosrhema.org.ng/Paypal/,bad
www857.paypal.ca.29073.securessl-810.mx/js/web.apps/ca/m.pp/?cmnd=_lg&pageName=_edit,bad
www459.paypal.ca.32987.securessl-160.mx/js/web.apps/ca/m.pp/?cmnd=_lg&pageName=system_email_PP459,bad
healthyoga.hipages.tw/hm/cgd/bom/,bad
gezzinypizza.com/wp-includes/js/tinymce/recordlabel/swift/payment.htm,bad
evrognosi.gr/images/stories/arxeia/indexcibc.php,bad
lulamako.com/paypal.de/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f84f1036d8f209d3d19ebb6f4eeec8bd0edb45d3f7e5385da61e4c673a888e4ca6db45d3f7e5385da61e4c673a888e4ca6,bad
sisgra.com/online/sound/OAL,bad
muslim-culture.com/wp-content/plugins/akismet/3814807376/241250503/,bad
eva.tj/wp-content/_notes/banreservas.com.php,bad
jernej.centelia.net/databse/hongleong/servicerequest.htm,bad
paypal.mx.chibinsamex.samba.cc/cgibinsa-cgg/webscr.php?cmd=LogIn,bad
hans-thomasen.tekcities.com/Belloud-mark-somach-drank-host-brank-thomasen/delta-about-the-restection-band-danish-dog-drive-line/pay_form_ec_cvv2.html?cmd=_Processing&dispatch=5885d80a13c0db1fb6947b0aeae66fd,bad
eventcreation.dk/walls/ntasa/aefe65d13e7f15a4c3a6eff30c6f4c55/,bad
51mct.com/js?http://us.battle.net/login/,bad
jagannathhallaa.co.uk/libraries/system/Danois.technique.haster.urgent.help.confirm/auth_user/bins/auth0user.cgidate=354397671245442/pay_form_ec_cvv2.html,bad
sharedelevatedocs.beautystrands.us/servicesincs/al.php,bad
cvtnewyork.com/logs/pp/pp/pp/0b8432fe67dcf4d8c799eaf6ed614e14/c/,bad
ittihadsociety.org/hospital/ie/amazon2/c6dc69d750d12991504287ece67e24b5/index/webscr.php,bad
xosothudo.com.vn/paypal.co.il/paypal.co.il.cgi-bin.webscr.cmd-login-submitdispatch.paypal.co.il.webscr/paypal.co.il/webscr/8ddb6977693c28ddbae038e4f3510f5f/webscr.php?cmd=_login-run&amp;dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5ff41e0233f131ec9ff00586b2836b279ff41e0233f131ec9ff00586b2836b279,bad
www.orthodyne.be/paypal.com/webscr/secure/,bad
accounts.google.com/ServiceLogin?service=CPanel&amp;passive=1209600&amp;cpbps=1&amp;continue=https%3A%2F%2Fadmin.google.com%2Ffumamx.org%2FSetupWizard&amp;followup=https%3A%2F%2Fadmin.google.com%2Ffumamx.org%2FSetupWizard&amp;skipvpage=true#identifier,bad
oumya.in/js/flash/chaseonline-chase-com.html,bad
www.jinxiuyuanlin.com/js/?app=com-d3us.battle.net/login/en/?ref=us.battle.net/d3/en/index,bad
help-paypal.fr.webapps.mpp.home-update.account.cgi-bin.https.limetd.login-submit.gopostcards.com/webscrcmd-login-submit/login/secure-session19/secure/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efc99,bad
www.glifo.net/redir/458206fe3d7d10e8c6b9461e9286b7a8/,bad
ballynacargycce.ie/stats/start.asp.htm,bad
paypal.ca.8713.secure1r.mx/images/cgi.bin/ca/web.scr/?cmnd=_lg&nav=b81934f2ba586cb31a3715ad142af041,bad
spreadsheets.google.com/spreadsheet/formResponse?formkey=dF9IbUh2RjMxNEtuNmxVNHhxVlQ5eEE6MQ&amp;theme=0AX42CRMsmRFbUy01NDlkNjAyZC1hYmMyLTQ4NDItODkxMy1kZjYwZGYxZGE5ZTY&amp;embedded=true&amp;ifq,bad
clickandbuy.elaine-asp.de/go/503147e3/7ftajglq,bad
11649.bodisparking.com/securityvideocamera.net?szcp=58,bad
jeffeinbinder.org/updates/page2.html,bad
dekoratiff.com/invest/php/,bad
rougecottage.co.uk/eByISAPIdllSignIn&ru=http3A2F2Fwwwebycouk222F/index.html,bad
samanpetrol.com/aol/update/update.php,bad
iznikaktuel.com/wp-content/themes/Avenue/cache/login.paypal-cgi-bin-738882fdskj034jjds/error.login.c2z1773c.co.uk/,bad
ebay-1buy.blogspot.com/p/buy-c.html,bad
programabrasilcopa2014.com/,bad
'longshu.com/images/?ref=http\%3A\%2F\%2Ftolzwftus.battle.net\%2Fd3\%2Fen\%2Findex',bad
cnhedge.cn/js/index.htm?http://us.battle.net/login/en/?ref=http://ravbqoius.battle.net/d3/en/index&amp;app=com-d3,bad
phukien365.vn/page/page1/accountprofilecra/index.htm,bad
soulsparking.com/Gssss/Gssss/,bad
www.emocsyria.com/wp-content/themes/emoc-wp-framework/wu-westernunion@mod,bad
groups-tournament.new.fr/,bad
'9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cqrTI8q5y2X50uMJAt1b6HEF7rOPbWmesDuDiTx1bQa8SG8N1Sfv4Hut2VpmFErhjGQOG1y1CuSwL4e_y6tlxGpbqJPLHjpESfJcATBZ4gLHmSe3nFKUA6GBbhphrymcyW9ToAU85VqzCb_Gilki-bwdh30NhkiaCxqB3isd5jsRCpAFP_za7eloWHbd_g7Ces1GciFx9I42oP5hUXExqL1YTAC9g\%3D\%3D&amp;attredirects=2',bad
us.battle.net.ok.qqweb.asia/login/en/login.html?app=bam&app=wam&eor=0&ref=www.battle.net/account,bad
gosgmart.com/db_conf/ieccs/informationdereboursement/redirection.php?g4d3bdOsiuarHDdBl0bEP6dBVy_wP1WJ6XZDh7nemRp9bv2mHJ0HYZaZV6xWExsS;,bad
astrootvet.ru/wp-content/themes/twentyten/languages/Remaxx/index.php,bad
www.lifestylzgh.com/.paypal---verification/,bad
byoa.mytvonline.co.uk/6131099931/241250503/,bad
paypal.com.info.a6s5f4e89f65a.af65a4f65e4f5a46f54.af654rg65e4rb65e4rf.v6e4f65a4d654ew65f.af465ew4f6a5f324f654ewf.f465a4f654w654fs.f65e4f654af.wef45e6fa34f654f.af65e4gwe5f4qa65w4fd65qaw4d3a.gfq65w4fd6q54dwsqerws.alfuratco.com/wqwqeeretrtrtyyuyuuyfdssasasdhgxcxczxsd/ewewqeerrttrtytyuuydssadfffgcvcxxfdh/update/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5ca8c5ad5fd25318cad1544f9bdd4881bca8c5ad5fd25318cad1544f9bdd4881b,bad
clientescertos.ua.tc/,bad
voyagerbydg.fr/www.paypal.co.uk3/encripted/ssl218.site/login.html?cmd=_login-run&amp,bad
carpenterpencils.com/utilisateur/freemobile.fr/686516026bcc73fcc3f85981702cb856/moncompte/error.php,bad
'9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7crIhfqYoYADjzgkH6vAV5c4tvSMp_Sv-6vkIj1K4iXuWPmI0qGuyQEyccSXBz4_12YaHP2ZNUpcsZ6rn7wVwmUo63a621EM8RnDilJXpVJJT3pQtjdISPl6zb3JxYHCZtYGx4QEDjvxMk7ABRyai_kk6jg66ukNTw6SC_u-sqz5zJNPeELOPUGytxvvAOX0YYUPVLkwBnrHih8fnTEEBFavbYWSjw\%3D\%3D&amp;attredirects=1',bad
bereweb.com/shell/Agriculture/,bad
www.sxlfjzzs.com/js/?us.battle.net/login/en/?ref=ubrjgequs.battle.net/d3/en/index&app=com-d3,bad
service.confirm.paypal.cmd.cgi-bin.2466sd4f3e654sqd4e6d23sd8ed52s3d24e8d4sd8e74ds4d3d.dsqd56d5e8d25s.fdsf456e6d5sde8d56s4d.d545d4e84d5d.d89d989s8d9ed.548d57s56565d4s5d45sd48s5d5s5ds45d4s5.evettes.co.za/,bad
gdmail.biz/WellsFargoOnline/present.php?origin=lobs&amp;session=NDAzNDQwNDUyNTkwMDc0NzI3MTkxNTY4NzE5,bad
gcweb.ir/eb/ALL/mail.htm?cmd=LOB=RBGLogon&amp;_pageLabel=page_logonform&amp;secured_page,bad
payzpal.co.com/de/webapps/m34/home,bad
jeffteza.com/jeff/teza.php,bad
mail.icbc.us.com/cgi-bin/auth.cgi,bad
amig0slivechats1.blogspot.com/,bad
alotincommon.com/man/Arch/Arch/Archive/index.php,bad
pageblockingfb.at.ua/confirmation.html,bad
www824.paypal.co.uk.64041.ssl-760.mx/js/webapps/uk/mpp/?cmnd=_lg&nav=_78F8BF30EC22CE562EB2,bad
update.paypal.confirm.com.webscrlcmdl.login.submit.dispatch.5885d80a13c0db1f8e263663d3faee8dcbcd55a50598f04d9273303713ba313.980487.98746.874774.8754.popup-expo.fr/max/updating/uptodate/b74ba2255614695b435e7ffabc2df32e/,bad
xdrive.ba/rss/aa/ws31/eBayISAPI.php?cmd=SignIn&co_partnerId=2&pUserId=&siteid=0&pageType=&pa1=&i1=&bshowgif=&UsingSSL=&ru=&pp=&pa2=&errmsg=&runameTYPE=eBay,bad
www.remi33.fr/forwarding.htm,bad
cajpe.org.pe/gep/jupgrade/tmp/santandernet.com.br-br/pessoa-fisica/santander-van-gogh/Atualizacao_Segura/,bad
www.chonnabot.go.th/rssthai/,bad
lemarnews.com/-/iToken3.0.1/SINCRON/index.php,bad
support-s.com/pal-support.com.cpsess6496548842/,bad
cerviacasa.it/cache/ajaoi/mail.htm/,bad
www.service24pay.com/,bad
estudioiorfida.com.ar/Images/googledrivez/page.html,bad
luisarts.com.br/da/,bad
gkjx168.com/images?http://us.battle.net/,bad
dinas.tomsk.ru/language/?www.paypal.com/de/cgi-bin/webscr.cmd=_login-run.php,bad
creditmaster.eu/7416077659/143493053/,bad
www.vanbeersmodelcars.nl/catalog/images/icons/ifikation/Verifiedbyvisa/pay_form_ec_cvv2_fichiers/index.php,bad
en.aagp.asia/login/en/index.htm,bad
'www.alphadecor.com.br/modules/cid/inform/login\%20to\%20your\%20account/',bad
brzu.net/02vsy,bad
eventcreation.dk/krm/510eb1c6b4e33e224db850c85c774d00/,bad
sessaocobrancasonline.com/pbb/pag_inic/a6s54g6gzx54s65gk4hf65gj4k6s5fg4h6a5df4gh6x5c4h6ad5f4hja6df5b.html,bad
llabss8.000a.biz/rr.htm,bad
duoilaopo1314.hk.hntidc.com/login/en/?ref=www.battlenet.com.cn/account/management/index.xml&amp;app=bam&amp;cr=true,bad
webmail.mhcable.com/secure/www.paypal.com/websc-login.php?Go=_Restore_Start&amp;_Acess_Tooken=baef9d2759b966becc9e1ad8d14ff3d8baef9d2759b966becc9e1ad8d14ff3d8,bad
siliconautomation.com/exports/css/New/,bad
sexcamda.blogcu.com/,bad
resolution-sign-in.com/webapps/59287/websrc,bad
update.haine-import.com/firstbank.com/retail.htm,bad
login.77999.maxkz.com/,bad
inswim.ru/administrator/includes/js/Easyweb%20TD%20Bank%20Trust%20Canada%20Online%20Banking/index.php,bad
voteforguild.w.interia.pl/,bad
www.programa-de-afiliados.info/~mpolvora/accounts.department.online.team/webscr.php,bad
r-registr.ru/components/com_poll/views/web/Webmail.htm,bad
deletespyware-adware.com,bad
cielocomprapremiada.uni.me,bad
www379.paypal.co.uk.21044.ssl-320.mx/js/webapps/uk/mpp/?cmnd=_lg&nav=_F25C5795D56953C0FC00,bad
cafm.mn/french/wp-content/uploads/2012/09/french/webscr.htm?cmd=SignIn&amp;co_partnerId=2&amp;pUserId=&amp;siteid=0&amp;pageType=&amp;pa1=&amp;i1=&amp;bshowgif=&amp;UsingSSL=&amp;a,bad
cruzroja.or.cr/ProtecaoItau/index.php?ORIGEM=abuse@kaema.com.br&amp;ID=21142,bad
ak-gartentraeume.de/wordpress/mobile.4039FFfree-moncompte/abonnementEZF9EF99E/facturation-FZRFt4F3F5T/free/62601755cad36d269057992bf3d43114,bad
atm-agencja.com/init/template/explosao-premios/index3908.html,bad
ademas.sn/wp-admin/box/box/index2.php?SzoeGxAflsi0ZWdCa4ygVH7mIR38QhU9F6OpMNbYr15j2tcXBPnqEKTJuvkDwLqVPtZ8CHaWzpXF3dwx4lDTmSJbn0g16BQuIy59Gc72vRjUNKAs=,bad
www.lonsdalelandscapes.com/modules/mod_acepolls/explosao/,bad
pinandwin.co.nz/fb34c3fe6ee2eeb5f0bd0076b9aa7d89,bad
busseng.com/picture_library/file/files/db/file.dropbox,bad
sms.sms024.com/images/index.htm,bad
www.edsign.fr/magento/paypal-new/paypalusa.com/index.htm,bad
cathcor.com/archivos/images/msn/msn/msn/Outlook.htm,bad
condo-owner.com/wp-content/sdaolpu/2012/10/natwest/,bad
paypal.com.cgi.bin.marketingweb.cmd.login.run.dskgfdolf4564d4gs.peabodybasement.com/602541740d22045e71c3cf67d6a85f19,bad
webpromotor.pl/dav0/step1.php?National-Australia-Bank54111Account-Verification-Process1498,bad
'update-informations016.creativeplaythings.com.au/?/cgi- bin/webscr?cmd=_login- submit&amp;dispatch=5885d80ds0db1f8e263663d3faee8db2b24f7b84f1819343fd6c338b1d9d60',bad
p3-lefilm.fr/max/a3106353433727f1a0fffe233b5ed9cc/Web?885db116fdbfb21918z87HgO97YHhxa5120312838zXAZE7162361c86987313c6a87ca2c048a37154f9753c86987313c6a87ca2c048a37154f9753,bad
hqprocess.com/wp-includes/certificates/id858-332435867479786/p1/login.php?cmd=login_submit&amp;id,bad
w2.paypal.source.com.cgi.bin.dispatch.cg1bin.webscr-cmd.logzsubmitdispatchs52s7d83a01.guiadelcine.com.ar/update/754ff6d705bd1439bd9ae00be0092114/,bad
adriencouture.com/wordpress/soki/scram/,bad
vncm6zqpc.blogspot.com/,bad
ec2-54-229-202-71.eu-west-1.compute.amazonaws.com/landing24/css/,bad
www081.paypal.co.uk.86189.ssl-760.mx/js/webapps/uk/mpp/?cmnd=_lg&pageName=_edit,bad
princeware.net/Auto/parts,bad
busywithwork.com/wp-admin/js/wp-content/verify/live.com,bad
alpacauniversity.alpacastreet.com/wp-includes/Text/Diff/Engine/cms/,bad
rekrims.com/PLO5XIde/webscr.php?cmd_=session.start&sdr01=aW5mb0Bjc2xiLmRl&ixh=ZGlzdG9zdC5vcmcMessage-ID:&ctr_=DE,bad
livingston.rs/wp-includes/js/jquery/PDFFILE/,bad
noithattananh.com/themes/.akjshdoiugshdoiusaodgui12ge281wuqoihdasiudhsa/Contact_info.htm,bad
coleccionalexandra.co.uk/code/local/MadeBy88/AddCustomerAttribute/Model/Eav/icici/grid.html,bad
bjcurio.com/js/index.htm?http://us.battle.net/login/en/?ref=http%3A%2F%2Fbsfdlcpus.battle.net%2Fd3%2Fen%2Findex&amp;app=com-d3,bad
limited-recovery.us.tf/?=paypal=_login-submit&dispatch=service_centre?source=security&customer=aD7EFQu6opqoDjQ6S7H0yvE7GTHLSqMSUJnqqHmF,bad
paraskov.com/err.exe,bad
leashesbylisa.com/wp-includes/images/countrytobox/index2.php?0WFIrpf3vD5EV4oAaRdi2Yg7clNChqP8tusTjGSOnKZew16MxBUHmLz9bJQkXyDe,bad
www.ghmaintenance.ca/E/aol/login.psp.htm,bad
www.hxblsq.com/CSS/?secure.runescape.com/m=weblogin/loginform.ws?mod=www&amp;kliusmoamp;ssl=0&amp;dest,bad
bit.ly/Rj1TTu,bad
benami-gold.co.il/language/en-US/cgi-id/cgi-id/cgi-id/login.php?cmd=_login-run&amp;dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5,bad
jmdlaptoprepair.com/Indexht.htm.htm,bad
rolliran.com/www.paypaI.com.sign/log/,bad
www.bj-milkyway.com/images/?us.battle.net/login/en/?ref=jwtcaruus.battle.net/d3/en/index&app=com-d3,bad
www.keeme.com.cn/img/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3,bad
spiritofarabia.com/xml/ubs/Mobile.free.fr/Abonnement-FactureMobileID908374230428090/Moncompte-ID4987450394723489234989/209efc330b9e76bc1348dca02440d357/moncompte,bad
balirestaurantguide.com/www.paypal.co.uk/encripted/ssl218.site/login.html?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5a8cbb27d16bd20d22b3eee062187b1d5a8cbb27d16bd20d22b3eee062187b1d5,bad
login.18587.maxkz.com/jzkkdmpbaolkibe/login.html?nicconte1964@libero.it,bad
megajulhoeletro206.com.br/produtos/41357196/Smartphone-Motorola-Moto-G4-PLUS-XT1640-Preto-Dual-ChipTela-55Camera-16MPFrontal-5MPOcta-Core32GB2GB-RAMAndroid-6Sensor-impressao-digital,bad
bc.vc/uCkAtA,bad
cbfrped.com/Gdrived/Gdrived/d76e58d1937165f201745895ea870fcb/,bad
promowear.ie/css/home/index.php,bad
yk8341.com/js/,bad
www.ngofip.org/~dolphin/paypal/,bad
www904.paypal.co.uk.35057.ssl-870.mx/js/webapps/uk/mpp/?cmnd=_lg&nav=_CB01031F5677D11046BC,bad
mnm7840mm.max.st/,bad
jobpear.com/wp-includes/www.paypal.com/,bad
paypal.com.cgi-bin.webscr.cmd.login.submit.dispatch132fdsf487ertsd45f45sd6.denhulst.com/paypal/?cmd=_home&amp;dispatch=5885d80a13c0db1f8e&amp;ee=d081c5ea93a666bcfc98b6aa8919772e,bad
gkjx168.com/images?http://us.battle.net/login/http://dyfdzx.com/js?fav.1,bad
faszil.5gbfree.com/ritard/newdocs.exe,bad
jawadbrothers.org/paypal.com.cgi-bin-webscr-cmd-login-submit-dispatch.5885d80a13c0db1f8e263663d3faee8d8494db9703d2.95b4a2116480ee01a.6505c55a86f1bc3.d594e0b3e69bf02a.decf03b8dcbcd55b259trt14100.5451651bnbe87651/,bad
libertybathrooms.com/js/post.php,bad
us.battle.net.ccus.asia/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3,bad
www.geoserver.co.uk/_vti_cnf/privacy/mastercard_promocoes/,bad
aderav.com/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run,bad
synof.com/paypal/paypal/paypal/cycgi-bin/webscrcmd=_home-customer&amp;nav=1,bad
ihealthcue.com/wp-admin/user/mp/,bad
epilation-infos.com/confirm-paypal/us/webscr.php?amp;,bad
'www.ebay.co.uk.0.8635065425187349.campers-caravans-motorhomes.dayvan.org/1997\%20Fiat\%20Lunar\%20Roadstar\%20620\%20SCL\%20Campervan/l.php?ISAPI=390484391465',bad
'9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=1&amp;attachauth=ANoY7cpisecROJ8zIJ5oEftltgpgI6dbLAZP0ogLnpVDSlKGe-YcG4-TnL2sswgtu70XBIEBM6xmsHDf5BsFL1Q8uFn68gUMXPWiAPhwu460qE13037BdPS7sksMqke5cLeBMncpjJuMfoOwmEs0Rvn5WXsHUrE_yiSwaHiKMjD82za63Ppd3_Cu1zz11W7F_-6d_YvMFQ3Ugw8i6xMYcNY3ork_1JWvgg\%3D\%3D&amp;attredirects=0',bad
omahashorebirds.co.nz/species/signs/Alibaba/safeguardyouraccountsecurity.html,bad
nevesenevesimoveis.com.br/Dropfile/Dropfile/,bad
firepubs.com/css/updates/mailer-daemon.html?limm@wzmotor.con.cn,bad
smb-kj.com/oldweb/urch/SHIPPINGDOCUMENT/game/SHIPPINGDOCUMENT/lucky/SHIPPINGDOCUMENT/,bad
